年,月,日,ビール消費支出
2012,12,17,42.18
2012,12,18,38.17
2012,12,19,33.25
2012,12,20,31.14
2012,12,21,44.94
2012,12,22,57.48
2012,12,23,62.86
2012,12,24,59.21
2012,12,25,46.17
2012,12,26,46.14
2012,12,27,45.97
2012,12,28,60.36
2012,12,29,98.4
2012,12,30,112.87
2012,12,31,116.76
2013,1,1,41.47
2013,1,2,46.53
2013,1,3,30.27
2013,1,4,57.82
2013,1,5,22.91
2013,1,6,25.77
2013,1,7,15.77
2013,1,8,13.45
2013,1,9,15.85
2013,1,10,11.65
2013,1,11,17.44
2013,1,12,36.49
2013,1,13,25.42
2013,1,14,16.31
2013,1,15,15.93
2013,1,16,24.48
2013,1,17,18.03
2013,1,18,15.62
2013,1,19,28.82
2013,1,20,30.0
2013,1,21,26.32
2013,1,22,18.91
2013,1,23,19.7
2013,1,24,20.6
2013,1,25,26.98
2013,1,26,35.47
2013,1,27,33.53
2013,1,28,12.93
2013,1,29,18.41
2013,1,30,16.82
2013,1,31,21.34
2013,2,1,24.41
2013,2,2,34.88
2013,2,3,36.98
2013,2,4,14.61
2013,2,5,18.98
2013,2,6,13.62
2013,2,7,16.87
2013,2,8,22.27
2013,2,9,27.15
2013,2,10,24.34
2013,2,11,21.31
2013,2,12,13.36
2013,2,13,20.25
2013,2,14,20.06
2013,2,15,18.63
2013,2,16,43.99
2013,2,17,36.66
2013,2,18,16.47
2013,2,19,15.22
2013,2,20,13.01
2013,2,21,31.19
2013,2,22,26.88
2013,2,23,32.51
2013,2,24,28.97
2013,2,25,29.74
2013,2,26,18.79
2013,2,27,20.31
2013,2,28,17.66
2013,3,1,24.69
2013,3,2,28.92
2013,3,3,41.31
2013,3,4,20.4
2013,3,5,22.89
2013,3,6,27.52
2013,3,7,22.25
2013,3,8,22.98
2013,3,9,28.3
2013,3,10,46.83
2013,3,11,21.94
2013,3,12,17.19
2013,3,13,19.15
2013,3,14,19.58
2013,3,15,28.55
2013,3,16,32.31
2013,3,17,34.92
2013,3,18,23.7
2013,3,19,23.78
2013,3,20,42.43
2013,3,21,16.85
2013,3,22,25.26
2013,3,23,34.36
2013,3,24,41.43
2013,3,25,55.86
2013,3,26,15.44
2013,3,27,27.5
2013,3,28,23.76
2013,3,29,24.56
2013,3,30,42.69
2013,3,31,37.05
2013,4,1,36.85
2013,4,2,14.36
2013,4,3,17.08
2013,4,4,21.47
2013,4,5,24.18
2013,4,6,29.33
2013,4,7,26.17
2013,4,8,14.17
2013,4,9,15.92
2013,4,10,21.73
2013,4,11,19.68
2013,4,12,19.67
2013,4,13,32.33
2013,4,14,38.83
2013,4,15,18.87
2013,4,16,17.09
2013,4,17,30.22
2013,4,18,13.9
2013,4,19,21.3
2013,4,20,29.62
2013,4,21,35.94
2013,4,22,22.33
2013,4,23,24.92
2013,4,24,10.17
2013,4,25,42.8
2013,4,26,34.78
2013,4,27,39.51
2013,4,28,49.23
2013,4,29,31.51
2013,4,30,24.85
2013,5,1,37.76
2013,5,2,33.53
2013,5,3,45.92
2013,5,4,49.71
2013,5,5,43.47
2013,5,6,28.82
2013,5,7,18.29
2013,5,8,19.83
2013,5,9,20.32
2013,5,10,18.07
2013,5,11,33.59
2013,5,12,33.35
2013,5,13,13.27
2013,5,14,23.85
2013,5,15,22.73
2013,5,16,30.19
2013,5,17,32.57
2013,5,18,45.28
2013,5,19,39.55
2013,5,20,26.67
2013,5,21,18.2
2013,5,22,26.47
2013,5,23,25.16
2013,5,24,36.75
2013,5,25,48.18
2013,5,26,63.43
2013,5,27,19.92
2013,5,28,24.52
2013,5,29,22.85
2013,5,30,23.02
2013,5,31,21.21
2013,6,1,45.58
2013,6,2,37.37
2013,6,3,36.78
2013,6,4,22.81
2013,6,5,29.73
2013,6,6,20.16
2013,6,7,33.1
2013,6,8,39.46
2013,6,9,41.67
2013,6,10,15.25
2013,6,11,22.34
2013,6,12,21.35
2013,6,13,24.78
2013,6,14,39.78
2013,6,15,52.18
2013,6,16,71.83
2013,6,17,22.2
2013,6,18,32.72
2013,6,19,29.34
2013,6,20,39.51
2013,6,21,23.25
2013,6,22,37.45
2013,6,23,41.53
2013,6,24,28.84
2013,6,25,42.45
2013,6,26,18.26
2013,6,27,20.2
2013,6,28,24.94
2013,6,29,58.87
2013,6,30,63.65
2013,7,1,45.89
2013,7,2,32.62
2013,7,3,27.4
2013,7,4,24.44
2013,7,5,40.28
2013,7,6,71.72
2013,7,7,55.03
2013,7,8,28.54
2013,7,9,40.72
2013,7,10,33.96
2013,7,11,50.08
2013,7,12,43.77
2013,7,13,63.11
2013,7,14,76.11
2013,7,15,54.18
2013,7,16,32.17
2013,7,17,27.19
2013,7,18,30.66
2013,7,19,36.04
2013,7,20,57.33
2013,7,21,46.83
2013,7,22,28.63
2013,7,23,37.45
2013,7,24,31.41
2013,7,25,60.53
2013,7,26,39.97
2013,7,27,65.19
2013,7,28,65.27
2013,7,29,38.68
2013,7,30,36.37
2013,7,31,39.26
2013,8,1,50.76
2013,8,2,31.96
2013,8,3,60.16
2013,8,4,67.42
2013,8,5,31.76
2013,8,6,28.02
2013,8,7,35.91
2013,8,8,42.55
2013,8,9,64.69
2013,8,10,66.0
2013,8,11,79.98
2013,8,12,78.33
2013,8,13,77.84
2013,8,14,87.88
2013,8,15,66.33
2013,8,16,50.14
2013,8,17,43.27
2013,8,18,36.91
2013,8,19,18.63
2013,8,20,24.96
2013,8,21,27.08
2013,8,22,33.34
2013,8,23,27.19
2013,8,24,44.15
2013,8,25,33.47
2013,8,26,25.73
2013,8,27,17.25
2013,8,28,23.41
2013,8,29,27.13
2013,8,30,21.88
2013,8,31,30.29
2013,9,1,48.33
2013,9,2,20.13
2013,9,3,21.31
2013,9,4,20.83
2013,9,5,29.0
2013,9,6,22.72
2013,9,7,34.42
2013,9,8,28.38
2013,9,9,27.17
2013,9,10,29.24
2013,9,11,26.58
2013,9,12,31.02
2013,9,13,20.02
2013,9,14,46.45
2013,9,15,39.67
2013,9,16,33.03
2013,9,17,21.9
2013,9,18,21.25
2013,9,19,20.62
2013,9,20,28.05
2013,9,21,42.6
2013,9,22,40.21
2013,9,23,23.89
2013,9,24,17.51
2013,9,25,17.95
2013,9,26,30.14
2013,9,27,28.91
2013,9,28,39.98
2013,9,29,41.48
2013,9,30,29.45
2013,10,1,18.82
2013,10,2,28.8
2013,10,3,29
2013,10,4,29.5
2013,10,5,39.11
2013,10,6,34.11
2013,10,7,27.11
2013,10,8,17.84
2013,10,9,16.58
2013,10,10,18.5
2013,10,11,37.17
2013,10,12,40.34
2013,10,13,35.08
2013,10,14,31.95
2013,10,15,33.51
2013,10,16,25.12
2013,10,17,21.67
2013,10,18,26.51
2013,10,19,33.12
2013,10,20,24.43
2013,10,21,18.34
2013,10,22,14.45
2013,10,23,18.34
2013,10,24,18.37
2013,10,25,26.91
2013,10,26,41.98
2013,10,27,35.57
2013,10,28,22.46
2013,10,29,15.85
2013,10,30,15.59
2013,10,31,26.19
2013,11,1,31.55
2013,11,2,38.75
2013,11,3,35.2
2013,11,4,32.78
2013,11,5,12.13
2013,11,6,14.32
2013,11,7,21.88
2013,11,8,30.7
2013,11,9,34.85
2013,11,10,24.05
2013,11,11,16.93
2013,11,12,18.39
2013,11,13,15.69
2013,11,14,19.59
2013,11,15,13.04
2013,11,16,33.82
2013,11,17,22.75
2013,11,18,20.48
2013,11,19,13.46
2013,11,20,50.39
2013,11,21,31.12
2013,11,22,31.04
2013,11,23,35.2
2013,11,24,31.65
2013,11,25,28.64
2013,11,26,18.99
2013,11,27,31.52
2013,11,28,21.26
2013,11,29,19.11
2013,11,30,37.06
2013,12,1,47.17
2013,12,2,23.38
2013,12,3,38.03
2013,12,4,31.09
2013,12,5,39.59
2013,12,6,25.63
2013,12,7,38.68
2013,12,8,55.91
2013,12,9,20.18
2013,12,10,31.5
2013,12,11,35.29
2013,12,12,32.74
2013,12,13,37.92
2013,12,14,51.5
2013,12,15,45.54
2013,12,16,57.43
2013,12,17,35.76
2013,12,18,33.92
2013,12,19,33.24
2013,12,20,49.97
2013,12,21,58.73
2013,12,22,59.49
2013,12,23,47.0
2013,12,24,35.84
2013,12,25,48.35
2013,12,26,40.38
2013,12,27,63.15
2013,12,28,95.37
2013,12,29,124.4
2013,12,30,115.34
2013,12,31,113.42
2014,1,1,33.26
2014,1,2,42.01
2014,1,3,34.7
2014,1,4,28.73
2014,1,5,23.77
2014,1,6,14.63
2014,1,7,15.04
2014,1,8,12.68
2014,1,9,15.71
2014,1,10,24.19
2014,1,11,27.61
2014,1,12,32.99
2014,1,13,19.25
2014,1,14,23.68
2014,1,15,19.54
2014,1,16,16.94
2014,1,17,11.12
2014,1,18,31.27
2014,1,19,15.69
2014,1,20,17.28
2014,1,21,20.01
2014,1,22,13.58
2014,1,23,16.38
2014,1,24,23.75
2014,1,25,26.26
2014,1,26,31.93
2014,1,27,19.98
2014,1,28,10.71
2014,1,29,16.56
2014,1,30,18.33
2014,1,31,25.63
2014,2,1,28.97
2014,2,2,28.33
2014,2,3,14.95
2014,2,4,14.6
2014,2,5,25.2
2014,2,6,16.73
2014,2,7,23.91
2014,2,8,22.62
2014,2,9,25.83
2014,2,10,16.51
2014,2,11,17.88
2014,2,12,14.04
2014,2,13,19.25
2014,2,14,23.16
2014,2,15,21.13
2014,2,16,29.64
2014,2,17,19.36
2014,2,18,22.18
2014,2,19,18.33
2014,2,20,29.42
2014,2,21,16.75
2014,2,22,23.01
2014,2,23,28.23
2014,2,24,13.89
2014,2,25,21.85
2014,2,26,19.57
2014,2,27,18.39
2014,2,28,20.05
2014,3,1,36.03
2014,3,2,42.51
2014,3,3,15.94
2014,3,4,13.47
2014,3,5,14.3
2014,3,6,18.5
2014,3,7,23.63
2014,3,8,30.18
2014,3,9,26.16
2014,3,10,14.8
2014,3,11,14.48
2014,3,12,20.02
2014,3,13,23.12
2014,3,14,32.44
2014,3,15,38.24
2014,3,16,59.41
2014,3,17,16.83
2014,3,18,17.9
2014,3,19,19.39
2014,3,20,34.42
2014,3,21,52.77
2014,3,22,47.47
2014,3,23,47.99
2014,3,24,22.63
2014,3,25,42.88
2014,3,26,34.97
2014,3,27,38.21
2014,3,28,46.39
2014,3,29,68.1
2014,3,30,70.34
2014,3,31,51.92
2014,4,1,14.15
2014,4,2,12.71
2014,4,3,8.43
2014,4,4,11.45
2014,4,5,27.44
2014,4,6,27.5
2014,4,7,12.16
2014,4,8,10.76
2014,4,9,15.98
2014,4,10,15.02
2014,4,11,22.11
2014,4,12,24.61
2014,4,13,24.13
2014,4,14,21.9
2014,4,15,16.26
2014,4,16,17.33
2014,4,17,17.63
2014,4,18,18.69
2014,4,19,33.68
2014,4,20,38.01
2014,4,21,18.27
2014,4,22,15.34
2014,4,23,23.22
2014,4,24,20.7
2014,4,25,24.87
2014,4,26,44.47
2014,4,27,52.78
2014,4,28,21.64
2014,4,29,27.3
2014,4,30,24.23
2014,5,1,25.96
2014,5,2,37.31
2014,5,3,42.48
2014,5,4,44.65
2014,5,5,30.92
2014,5,6,27.24
2014,5,7,28.88
2014,5,8,16.89
2014,5,9,21.3
2014,5,10,41.97
2014,5,11,38.91
2014,5,12,14.77
2014,5,13,23.29
2014,5,14,10.41
2014,5,15,18.27
2014,5,16,27.76
2014,5,17,33.29
2014,5,18,32.54
2014,5,19,27.52
2014,5,20,29.75
2014,5,21,28.57
2014,5,22,30.31
2014,5,23,23.92
2014,5,24,34.59
2014,5,25,39.41
2014,5,26,18.0
2014,5,27,18.7
2014,5,28,24.96
2014,5,29,27.92
2014,5,30,34.82
2014,5,31,35.75
2014,6,1,39.7
2014,6,2,28.83
2014,6,3,27.34
2014,6,4,24.86
2014,6,5,20.15
2014,6,6,25.97
2014,6,7,32.18
2014,6,8,31.89
2014,6,9,27.87
2014,6,10,30.79
2014,6,11,26.18
2014,6,12,35.92
2014,6,13,32.05
2014,6,14,41.75
2014,6,15,55.52
2014,6,16,25.63
2014,6,17,21.87
2014,6,18,26.13
2014,6,19,19.06
2014,6,20,46.87
2014,6,21,48.44
2014,6,22,46.91
2014,6,23,26.51
2014,6,24,19.53
2014,6,25,25.86
2014,6,26,44.21
2014,6,27,34.37
2014,6,28,43.44
2014,6,29,59.83
2014,6,30,42.37
2014,7,1,45.87
2014,7,2,55.13
2014,7,3,51.71
2014,7,4,41.9
2014,7,5,50.37
2014,7,6,51.31
2014,7,7,31.2
2014,7,8,43.44
2014,7,9,33.61
2014,7,10,23.48
2014,7,11,70.51
2014,7,12,47.79
2014,7,13,61.22
2014,7,14,31.01
2014,7,15,38.35
2014,7,16,46.82
2014,7,17,24.08
2014,7,18,47.4
2014,7,19,60.82
2014,7,20,58.16
2014,7,21,36.14
2014,7,22,43.25
2014,7,23,44.48
2014,7,24,35.27
2014,7,25,50.48
2014,7,26,55.85
2014,7,27,54.92
2014,7,28,28.49
2014,7,29,40.88
2014,7,30,45.82
2014,7,31,23.87
2014,8,1,48.6
2014,8,2,53.47
2014,8,3,60.62
2014,8,4,38.28
2014,8,5,37.3
2014,8,6,45.51
2014,8,7,50.68
2014,8,8,43.88
2014,8,9,61.68
2014,8,10,63.47
2014,8,11,46.04
2014,8,12,79.53
2014,8,13,64.11
2014,8,14,64.88
2014,8,15,60.59
2014,8,16,52.07
2014,8,17,42.48
2014,8,18,20.29
2014,8,19,22.63
2014,8,20,23.71
2014,8,21,24.69
2014,8,22,27.39
2014,8,23,33.31
2014,8,24,37.91
2014,8,25,24.13
2014,8,26,37.23
2014,8,27,32.01
2014,8,28,16.71
2014,8,29,28.17
2014,8,30,40.85
2014,8,31,50.63
2014,9,1,23.51
2014,9,2,29.22
2014,9,3,16.21
2014,9,4,15.97
2014,9,5,24.06
2014,9,6,42.84
2014,9,7,42.79
2014,9,8,37.57
2014,9,9,14.07
2014,9,10,16.8
2014,9,11,19.57
2014,9,12,27.13
2014,9,13,39.75
2014,9,14,38.95
2014,9,15,28.29
2014,9,16,28.35
2014,9,17,28.33
2014,9,18,21.11
2014,9,19,29.08
2014,9,20,42.35
2014,9,21,39.27
2014,9,22,17.14
2014,9,23,34.6
2014,9,24,16.56
2014,9,25,28.64
2014,9,26,22.92
2014,9,27,40.1
2014,9,28,45.97
2014,9,29,21.56
2014,9,30,23.41
2014,10,1,37.6
2014,10,2,18.64
2014,10,3,18.41
2014,10,4,37.42
2014,10,5,37.07
2014,10,6,19.98
2014,10,7,16.66
2014,10,8,15.79
2014,10,9,16.01
2014,10,10,20.09
2014,10,11,35.34
2014,10,12,38.15
2014,10,13,21.13
2014,10,14,13.69
2014,10,15,18.72
2014,10,16,17.89
2014,10,17,29.15
2014,10,18,25.28
2014,10,19,33.44
2014,10,20,17.15
2014,10,21,15.98
2014,10,22,19.56
2014,10,23,26.61
2014,10,24,33.44
2014,10,25,40.19
2014,10,26,35.36
2014,10,27,17.36
2014,10,28,25
2014,10,29,25.97
2014,10,30,13.94
2014,10,31,24.18
2014,11,1,36.9
2014,11,2,40.37
2014,11,3,24.85
2014,11,4,21.98
2014,11,5,13.92
2014,11,6,18.84
2014,11,7,24.48
2014,11,8,24.1
2014,11,9,26.23
2014,11,10,23.05
2014,11,11,16.25
2014,11,12,17.86
2014,11,13,15.48
2014,11,14,16.48
2014,11,15,28.86
2014,11,16,29.61
2014,11,17,15.55
2014,11,18,20.71
2014,11,19,27.53
2014,11,20,27.1
2014,11,21,23.16
2014,11,22,31.28
2014,11,23,32.12
2014,11,24,31.91
2014,11,25,27.98
2014,11,26,34.54
2014,11,27,20.85
2014,11,28,25.58
2014,11,29,36.11
2014,11,30,54.67
2014,12,1,52.09
2014,12,2,27.72
2014,12,3,21.05
2014,12,4,21.69
2014,12,5,38.21
2014,12,6,48.21
2014,12,7,53.83
2014,12,8,31.72
2014,12,9,30.15
2014,12,10,30.54
2014,12,11,34.2
2014,12,12,32.59
2014,12,13,45.47
2014,12,14,50.07
2014,12,15,30.09
2014,12,16,29.65
2014,12,17,29.14
2014,12,18,27.32
2014,12,19,42.89
2014,12,20,47.04
2014,12,21,65.32
2014,12,22,41.29
2014,12,23,47.47
2014,12,24,48.11
2014,12,25,47.13
2014,12,26,51.7
2014,12,27,74.31
2014,12,28,79.79
2014,12,29,83.0
2014,12,30,120.04
2014,12,31,118.79
2015,1,1,30.63
2015,1,2,36.34
2015,1,3,26.75
2015,1,4,36.74
2015,1,5,15.69
2015,1,6,19.47
2015,1,7,10.45
2015,1,8,12.29
2015,1,9,19.14
2015,1,10,26.09
2015,1,11,28.92
2015,1,12,18.44
2015,1,13,14.22
2015,1,14,10.1
2015,1,15,6.66
2015,1,16,15.55
2015,1,17,24.17
2015,1,18,37.4
2015,1,19,12.57
2015,1,20,13.5
2015,1,21,11.67
2015,1,22,10.35
2015,1,23,17.1
2015,1,24,28.58
2015,1,25,22.07
2015,1,26,13.46
2015,1,27,14.58
2015,1,28,16.82
2015,1,29,17.6
2015,1,30,11.78
2015,1,31,33.43
2015,2,1,26.8
2015,2,2,20.56
2015,2,3,12.38
2015,2,4,15.41
2015,2,5,14.38
2015,2,6,21.11
2015,2,7,27.75
2015,2,8,17.12
2015,2,9,16.29
2015,2,10,32.04
2015,2,11,23.6
2015,2,12,16.01
2015,2,13,12.96
2015,2,14,42.52
2015,2,15,18.91
2015,2,16,12.02
2015,2,17,21.53
2015,2,18,13.56
2015,2,19,15.55
2015,2,20,24.52
2015,2,21,34.38
2015,2,22,27.58
2015,2,23,10.15
2015,2,24,13.18
2015,2,25,29.2
2015,2,26,12.13
2015,2,27,18.02
2015,2,28,30.69
2015,3,1,32.53
2015,3,2,14.13
2015,3,3,17.48
2015,3,4,19.92
2015,3,5,19.03
2015,3,6,21.59
2015,3,7,26.8
2015,3,8,22.98
2015,3,9,15.57
2015,3,10,17.31
2015,3,11,11.45
2015,3,12,13.4
2015,3,13,17.75
2015,3,14,22.82
2015,3,15,36.54
2015,3,16,20.99
2015,3,17,16.27
2015,3,18,23.27
2015,3,19,18.68
2015,3,20,26.78
2015,3,21,31.69
2015,3,22,24.84
2015,3,23,20.08
2015,3,24,11.73
2015,3,25,22.05
2015,3,26,33.46
2015,3,27,20.07
2015,3,28,37.74
2015,3,29,30.0
2015,3,30,21.83
2015,3,31,23.83
2015,4,1,18.67
2015,4,2,20.43
2015,4,3,16.92
2015,4,4,35.14
2015,4,5,32.79
2015,4,6,11.36
2015,4,7,18.8
2015,4,8,24.82
2015,4,9,26.44
2015,4,10,25.74
2015,4,11,35.34
2015,4,12,22.57
2015,4,13,8.15
2015,4,14,14.67
2015,4,15,23.1
2015,4,16,17.47
2015,4,17,24.78
2015,4,18,36.4
2015,4,19,37.44
2015,4,20,17.07
2015,4,21,16.73
2015,4,22,11.33
2015,4,23,32.94
2015,4,24,30.83
2015,4,25,48.65
2015,4,26,39.57
2015,4,27,17.38
2015,4,28,19.54
2015,4,29,32.48
2015,4,30,27.58
2015,5,1,33.26
2015,5,2,54.62
2015,5,3,40.2
2015,5,4,49.68
2015,5,5,34.95
2015,5,6,30.56
2015,5,7,20.17
2015,5,8,19.37
2015,5,9,33.65
2015,5,10,43.23
2015,5,11,15.79
2015,5,12,13.73
2015,5,13,15.53
2015,5,14,14.64
2015,5,15,25.4
2015,5,16,36.56
2015,5,17,37.94
2015,5,18,17.7
2015,5,19,25.94
2015,5,20,30.72
2015,5,21,19.14
2015,5,22,15.24
2015,5,23,37.3
2015,5,24,48.36
2015,5,25,30.51
2015,5,26,37.17
2015,5,27,22.8
2015,5,28,31.96
2015,5,29,31.15
2015,5,30,39.72
2015,5,31,39.29
2015,6,1,26.13
2015,6,2,35.74
2015,6,3,16.82
2015,6,4,18.26
2015,6,5,18.51
2015,6,6,42.02
2015,6,7,43.39
2015,6,8,25.11
2015,6,9,31.33
2015,6,10,31.5
2015,6,11,17.39
2015,6,12,24.74
2015,6,13,40.3
2015,6,14,33.89
2015,6,15,24.78
2015,6,16,25.61
2015,6,17,24.71
2015,6,18,23.64
2015,6,19,35.49
2015,6,20,60.13
2015,6,21,63.97
2015,6,22,16.76
2015,6,23,27.65
2015,6,24,23.29
2015,6,25,39.38
2015,6,26,26.09
2015,6,27,58.72
2015,6,28,50.12
2015,6,29,43.95
2015,6,30,38.73
2015,7,1,39.36
2015,7,2,43.01
2015,7,3,26.34
2015,7,4,52.0
2015,7,5,63.77
2015,7,6,24.58
2015,7,7,28.67
2015,7,8,32.19
2015,7,9,24.26
2015,7,10,44.15
2015,7,11,79.77
2015,7,12,67.68
2015,7,13,30.63
2015,7,14,25.26
2015,7,15,62.47
2015,7,16,25.86
2015,7,17,40.33
2015,7,18,49.07
2015,7,19,53.19
2015,7,20,43.02
2015,7,21,45.68
2015,7,22,34.01
2015,7,23,45.75
2015,7,24,47.19
2015,7,25,59.93
2015,7,26,64.15
2015,7,27,49.52
2015,7,28,29.89
2015,7,29,39.29
2015,7,30,37.42
2015,7,31,35.13
2015,8,1,53.48
2015,8,2,59.48
2015,8,3,36.75
2015,8,4,38.5
2015,8,5,35.29
2015,8,6,40.91
2015,8,7,37.53
2015,8,8,68.73
2015,8,9,80.07
2015,8,10,55.55
2015,8,11,52.8
2015,8,12,69.05
2015,8,13,75.9
2015,8,14,85.33
2015,8,15,55.65
2015,8,16,44.0
2015,8,17,20.5
2015,8,18,29.25
2015,8,19,25.34
2015,8,20,20.51
2015,8,21,29.81
2015,8,22,36.54
2015,8,23,39.3
2015,8,24,15.49
2015,8,25,20.49
2015,8,26,34.26
2015,8,27,22.88
2015,8,28,31.77
2015,8,29,30.77
2015,8,30,31.93
2015,8,31,17.07
2015,9,1,25.59
2015,9,2,23.26
2015,9,3,26.61
2015,9,4,26.55
2015,9,5,34.55
2015,9,6,33.48
2015,9,7,30.52
2015,9,8,21.43
2015,9,9,20.57
2015,9,10,15.64
2015,9,11,19.88
2015,9,12,39.68
2015,9,13,30.41
2015,9,14,19.18
2015,9,15,24.17
2015,9,16,25.48
2015,9,17,19.36
2015,9,18,30.15
2015,9,19,44.06
2015,9,20,44.72
2015,9,21,50.93
2015,9,22,36.28
2015,9,23,24.96
2015,9,24,19.7
2015,9,25,20.13
2015,9,26,37.9
2015,9,27,30.57
2015,9,28,28.76
2015,9,29,19.9
2015,9,30,18.86
2015,10,1,25.76
2015,10,2,20.13
2015,10,3,27.87
2015,10,4,35.18
2015,10,5,16.91
2015,10,6,17.38
2015,10,7,24.94
2015,10,8,19.38
2015,10,9,20.14
2015,10,10,31.45
2015,10,11,28.79
2015,10,12,29.07
2015,10,13,21.51
2015,10,14,19.94
2015,10,15,23.47
2015,10,16,18.5
2015,10,17,26.6
2015,10,18,32.17
2015,10,19,24.05
2015,10,20,27.21
2015,10,21,24.96
2015,10,22,21.26
2015,10,23,15.34
2015,10,24,46.4
2015,10,25,35.2
2015,10,26,18.7
2015,10,27,23.16
2015,10,28,19.35
2015,10,29,20.3
2015,10,30,22.81
2015,10,31,30.94
2015,11,1,29.64
2015,11,2,25.78
2015,11,3,19.11
2015,11,4,17.0
2015,11,5,15.75
2015,11,6,21.2
2015,11,7,26.75
2015,11,8,38.1
2015,11,9,22.37
2015,11,10,17.04
2015,11,11,12.75
2015,11,12,13.25
2015,11,13,26.58
2015,11,14,23.27
2015,11,15,34.3
2015,11,16,26.11
2015,11,17,17.82
2015,11,18,14.97
2015,11,19,24.37
2015,11,20,21.78
2015,11,21,37.76
2015,11,22,44.57
2015,11,23,25.09
2015,11,24,29.6
2015,11,25,21.48
2015,11,26,17.67
2015,11,27,23.95
2015,11,28,26.96
2015,11,29,45.22
2015,11,30,22.77
2015,12,1,35.65
2015,12,2,28.91
2015,12,3,32.98
2015,12,4,21.45
2015,12,5,54.91
2015,12,6,69.54
2015,12,7,28.58
2015,12,8,29.52
2015,12,9,34.9
2015,12,10,27.55
2015,12,11,33.3
2015,12,12,44.63
2015,12,13,34.84
2015,12,14,32.83
2015,12,15,34.65
2015,12,16,25.87
2015,12,17,37.31
2015,12,18,31.06
2015,12,19,59.42
2015,12,20,64.98
2015,12,21,31.03
2015,12,22,26.41
2015,12,23,53.36
2015,12,24,49.62
2015,12,25,47.14
2015,12,26,64.91
2015,12,27,72.34
2015,12,28,49.71
2015,12,29,78.33
2015,12,30,103.14
2015,12,31,104.71
2016,1,1,49.54
2016,1,2,40.09
2016,1,3,24.45
2016,1,4,14.8
2016,1,5,9.43
2016,1,6,16.11
2016,1,7,18.62
2016,1,8,19.69
2016,1,9,23.99
2016,1,10,19.69
2016,1,11,20.44
2016,1,12,11.97
2016,1,13,10.95
2016,1,14,11.62
2016,1,15,20.05
2016,1,16,26.02
2016,1,17,27.43
2016,1,18,11.01
2016,1,19,18.48
2016,1,20,18.32
2016,1,21,20.25
2016,1,22,12.19
2016,1,23,28.51
2016,1,24,24.75
2016,1,25,10.98
2016,1,26,19.34
2016,1,27,19.54
2016,1,28,17.55
2016,1,29,18.12
2016,1,30,28.08
2016,1,31,25.76
2016,2,1,29.74
2016,2,2,13.31
2016,2,3,19.26
2016,2,4,12.72
2016,2,5,17.84
2016,2,6,20.24
2016,2,7,30.92
2016,2,8,18.42
2016,2,9,14.48
2016,2,10,13.95
2016,2,11,28.23
2016,2,12,16.91
2016,2,13,23.21
2016,2,14,25.1
2016,2,15,14.13
2016,2,16,20.9
2016,2,17,19.49
2016,2,18,13.89
2016,2,19,22.96
2016,2,20,21.81
2016,2,21,29.13
2016,2,22,17.65
2016,2,23,17.19
2016,2,24,19.5
2016,2,25,21.99
2016,2,26,26.5
2016,2,27,35.74
2016,2,28,31.15
2016,2,29,12.55
2016,3,1,22.04
2016,3,2,18.12
2016,3,3,25.26
2016,3,4,20.69
2016,3,5,42.11
2016,3,6,43.17
2016,3,7,14.44
2016,3,8,12.82
2016,3,9,15.72
2016,3,10,20.47
2016,3,11,14.49
2016,3,12,25.25
2016,3,13,30.43
2016,3,14,17.97
2016,3,15,14.97
2016,3,16,19.68
2016,3,17,37.2
2016,3,18,22.19
2016,3,19,32.01
2016,3,20,43.19
2016,3,21,22.44
2016,3,22,14.21
2016,3,23,19.72
2016,3,24,21.73
2016,3,25,30.63
2016,3,26,30.49
2016,3,27,41.24
2016,3,28,16.55
2016,3,29,15.31
2016,3,30,20.99
2016,3,31,14.47
2016,4,1,21.37
2016,4,2,31.54
2016,4,3,40.23
2016,4,4,16.92
2016,4,5,18.02
2016,4,6,18.75
2016,4,7,12.01
2016,4,8,21.26
2016,4,9,35.2
2016,4,10,31.99
2016,4,11,16.99
2016,4,12,23.34
2016,4,13,15.38
2016,4,14,25.62
2016,4,15,21.99
2016,4,16,32.79
2016,4,17,36.42
2016,4,18,27.5
2016,4,19,23.12
2016,4,20,28.61
2016,4,21,17.66
2016,4,22,22.94
2016,4,23,28.56
2016,4,24,33.01
2016,4,25,17.71
2016,4,26,20.52
2016,4,27,22.68
2016,4,28,25.67
2016,4,29,42.41
2016,4,30,35.75
2016,5,1,43.27
2016,5,2,37.03
2016,5,3,39.43
2016,5,4,31.59
2016,5,5,34.8
2016,5,6,23.28
2016,5,7,30.91
2016,5,8,33.01
2016,5,9,13.25
2016,5,10,20.62
2016,5,11,16.64
2016,5,12,20.17
2016,5,13,22.0
2016,5,14,41.13
2016,5,15,42.01
2016,5,16,12.97
2016,5,17,16.76
2016,5,18,26.6
2016,5,19,21.5
2016,5,20,24.75
2016,5,21,32.87
2016,5,22,36.69
2016,5,23,24.54
2016,5,24,19.29
2016,5,25,31.62
2016,5,26,31.21
2016,5,27,31.35
2016,5,28,33.66
2016,5,29,35.68
2016,5,30,16.08
2016,5,31,23.14
2016,6,1,18.89
2016,6,2,35.03
2016,6,3,27.19
2016,6,4,37.85
2016,6,5,41.3
2016,6,6,18.69
2016,6,7,24.79
2016,6,8,21.78
2016,6,9,19.3
